age#height#weight#sex#activity_domain#effort_level#avg_speed#distance
26,1.4482,117,0,4,5,10.1112,14.475
77,1.9736,59,0,4,5,13.2662,11.4959
40,1.6388,153,1,3,5,8.61752,10.4553
66,2.00752,57,1,6,2,9.98838,6.80678
36,2.28009,104,1,6,2,8.17203,2.79859
41,1.40723,178,1,2,5,8.44493,8.85295
23,2.00464,115,0,1,5,11.6431,9.56757
76,1.93774,151,1,1,3,5.98726,3.33101
52,1.81896,151,1,2,1,4.32416,3.53906
68,1.54328,95,1,2,4,7.4032,9.8682
69,2.05731,42,1,6,5,12.3723,14.8299
59,1.7274,46,0,6,5,12.6263,10.392
25,1.43394,161,1,4,5,9.30861,9.83924
16,2.00145,121,1,6,2,7.93115,3.37281
59,2.09667,92,1,3,3,8.39766,10.2612
52,1.40521,78,1,1,3,9.76983,10.0844
56,1.53111,134,1,2,4,5.73303,5.11986
74,2.07307,41,1,3,2,8.97326,3.86475
64,2.06243,155,1,4,1,4.59022,3.81839
48,1.83519,130,0,2,4,9.49214,5.48816
49,2.20373,105,1,4,2,6.42549,6.82066
76,1.45844,165,0,4,5,7.18078,10.0381
55,1.71985,63,0,4,5,12.4012,11.6891
69,1.75705,46,0,5,1,8.96799,8.14694
71,1.79967,122,0,6,3,7.6333,9.79795
65,1.6625,42,0,2,4,11.7838,6.13611
27,1.60393,171,0,6,5,8.76883,12.7897
31,1.58083,158,1,2,4,7.8418,6.30832
36,1.39684,124,0,5,2,6.18138,4.28929
47,2.2818,36,0,5,5,12.6409,16.3267
57,1.80306,73,1,4,2,8.20607,6.15009
69,1.43841,37,0,5,5,11.9321,11.008
58,1.39539,96,1,1,5,10.0045,7.28757
78,2.01992,155,1,1,4,6.68015,7.42821
35,2.28303,161,1,2,2,5.87543,4.75592
54,1.912,36,1,1,5,11.6794,13.8055
22,1.74591,98,0,2,4,10.1687,5.94288
35,1.46655,146,0,3,2,4.17282,4.90869
33,1.69472,179,1,3,5,8.79238,6.52955
62,2.25185,97,1,4,3,8.33298,8.65856
27,2.19438,52,1,3,3,11.9374,11.5958
65,1.78053,125,1,4,5,9.59971,11.5515
68,1.50571,156,1,3,1,3.42384,3.58841
27,1.83637,105,0,6,2,8.10876,9.27464
57,1.43409,150,0,2,2,3.8549,3.44033
46,2.02371,91,1,6,3,9.30791,12.9961
53,1.55924,69,1,2,3,10.6356,8.46651
27,1.57451,97,0,1,3,8.78697,6.07835
49,1.8673,132,0,1,5,8.47029,13.1978
77,1.97581,64,1,1,2,8.99882,9.65549
64,2.04546,139,1,4,4,6.81638,7.85779
60,1.38123,96,1,3,3,7.61728,7.0339
52,1.65915,126,1,4,2,7.10467,7.61849
31,2.13529,175,1,3,4,7.70748,5.72461
46,1.64371,94,1,5,5,9.53835,12.8348
27,1.96368,150,0,6,4,7.69456,9.79309
23,1.41822,123,1,6,3,8.28761,10.1463
41,1.41422,156,1,3,3,5.79097,7.00766
65,1.63287,87,0,2,1,7.88253,7.08466
54,1.72549,102,1,3,3,7.75895,3.18823
31,2.24496,93,1,1,2,7.92548,7.82279
73,1.81189,94,0,3,5,9.88073,8.71703
24,1.87838,135,0,5,2,6.58189,3.10033
29,1.98215,37,0,6,5,12.9432,11.2024
19,2.10094,167,1,5,4,7.52706,6.26554
51,1.36467,156,0,2,5,7.84876,11.7186
66,1.88048,40,1,3,2,9.12882,7.73574
42,1.77766,47,0,1,2,10.8148,10.0568
78,1.37801,46,0,1,3,9.75341,11.4698
18,2.14735,115,0,5,1,7.34229,6.55634
44,2.19751,165,1,6,1,4.51765,4.97512
63,1.76668,60,1,1,1,8.43262,8.00867
75,2.20833,64,1,2,4,12.243,15.3182
28,1.53131,127,1,3,2,7.25695,3.53183
75,1.73531,173,1,5,1,3.20495,1.08489
63,2.10433,121,0,5,2,5.84635,1.96098
42,1.78967,111,0,2,1,6.10157,2.96053
24,1.66116,173,1,4,5,8.53251,12.4531
49,2.09844,116,0,1,4,8.26987,10.004
68,2.16117,113,0,1,4,9.27758,13.512
72,1.58594,126,1,5,1,5.29115,1.96101
58,1.70506,122,0,3,4,8.91176,8.72139
51,1.98249,93,1,1,3,8.44356,8.35024
68,1.76479,176,1,5,5,7.6116,9.42976
23,1.62795,47,0,3,4,12.3972,6.66237
73,2.09998,58,0,1,1,9.3863,8.52653
19,2.22862,168,1,2,3,7.37622,6.24536
67,1.35527,136,1,5,2,5.08704,5.79093
62,1.95495,160,1,5,1,3.81407,3.57279
67,2.03282,115,1,2,4,9.12331,7.78738
79,1.76912,153,1,2,5,7.90608,4.75266
18,1.92814,73,0,1,1,9.61113,4.72912
45,1.59358,115,1,2,5,9.36969,8.85007
67,2.02463,43,1,3,5,12.8378,15.5313
17,2.16021,161,1,6,3,7.0119,6.3994
45,2.23424,100,0,1,4,8.94571,12.5705
38,2.1887,138,1,3,5,7.42402,7.698
72,2.14082,70,1,1,1,8.214,8.71207
56,1.63745,38,1,4,4,10.4007,13.5578
63,2.28072,43,0,6,1,8.91255,6.22338
59,2.19005,48,0,5,3,11.1867,5.95093
80,1.81113,119,1,3,2,7.12867,6.15544
44,1.95513,127,0,1,5,10.2984,15.1119
41,1.88091,137,1,5,5,7.64622,10.3846
53,1.7696,95,0,1,1,5.05471,1.12011
43,1.53114,54,0,3,1,8.43001,7.22442
37,2.14943,90,0,3,3,9.19101,5.33315
53,1.79263,75,0,5,3,10.2701,8.44048
73,1.7126,64,1,5,2,10.3139,8.39799
19,1.6729,91,0,5,1,6.16765,1.38552
62,1.70499,117,0,5,4,8.60478,5.42036
41,1.72459,106,0,3,4,9.73564,13.4335
32,2.27196,147,0,1,3,7.86642,3.58368
46,1.84627,121,1,2,5,9.31677,7.5803
29,2.07905,45,0,4,1,9.78931,8.31402
63,1.37664,63,0,4,4,11.1812,15.2807
34,1.58818,116,1,1,5,10.4508,14.0594
68,1.60298,84,0,2,4,11.0307,14.7262
57,2.02759,59,1,1,1,8.75704,7.95615
45,1.75159,161,0,2,1,5.08419,1.58111
55,1.62374,161,1,4,5,7.87406,8.98171
40,1.62223,163,0,3,1,3.48294,4.11331
58,1.91751,51,1,5,4,12.718,9.22043
68,1.93471,52,0,4,2,10.3882,11.9916
52,1.76006,176,0,1,2,4.95019,6.35426
37,1.54213,134,0,4,5,6.51928,7.20296
38,1.6485,60,0,5,3,11.1231,15.54
23,1.41682,79,1,3,4,12.2621,16.7058
51,1.35496,78,1,1,4,10.8656,15.8031
29,1.564,135,0,5,5,9.01351,10.0538
77,2.24651,73,0,5,1,8.43401,7.68927
49,2.17638,167,0,4,3,7.10887,5.03444
47,1.68918,59,0,2,2,9.49151,6.70079
79,1.7057,124,1,2,4,8.84507,10.0927
71,2.10637,36,1,5,2,8.74602,4.14477
79,1.57942,105,1,4,3,6.76987,3.47741
70,1.77917,178,1,6,5,7.96623,6.33563
22,2.09813,66,1,3,3,11.7999,10.5868
60,1.95168,114,0,6,2,6.88555,3.47566
51,1.80813,72,0,1,1,7.64283,3.27186
47,1.41699,80,0,2,2,8.4701,6.29158
75,2.29765,75,0,4,5,11.9331,11.6736
36,1.83564,79,1,4,5,12.1878,9.29311
74,2.0397,67,0,1,3,10.1255,4.59713
65,2.2566,122,1,3,2,7.08569,3.59151
60,2.26835,78,1,2,4,10.2859,11.4456
60,2.15729,65,1,2,2,9.50604,8.37515
66,1.87935,102,1,1,3,6.70737,8.46044
54,1.72313,66,1,1,4,11.9909,6.37415
66,1.38749,159,0,1,3,4.68329,5.18505
17,2.24964,36,0,2,3,10.5994,7.15129
32,1.88596,81,1,1,1,9.7476,11.1149
55,1.83139,175,1,5,1,3.51424,1.21089
49,2.14227,156,1,5,1,4.00064,3.29233
60,1.7081,132,1,5,5,7.48387,4.94116
21,1.39667,92,1,4,2,6.95869,7.60365
78,1.49036,81,0,3,4,9.82459,14.1814
29,2.13722,61,0,5,2,10.7263,7.73841
30,2.05948,158,0,2,2,6.34036,2.98012
65,2.18167,160,1,1,2,4.81331,4.63063
37,1.60707,48,1,2,4,12.5723,15.2645
48,2.0395,49,0,2,3,11.297,11.8831
44,1.52176,116,0,5,1,5.3186,1.40241
34,1.93346,175,1,4,2,6.40493,2.41876
64,1.66032,128,0,5,2,7.27311,4.60457
28,1.69255,98,0,2,5,11.0925,11.9712
78,1.99263,121,1,1,1,5.42847,5.59094
24,1.87566,158,0,6,3,7.20223,9.71598
55,1.9486,161,1,2,4,6.47033,7.8102
74,1.46588,179,0,6,2,4.69921,5.76444
43,2.24146,47,0,5,4,11.721,6.49627
72,2.09552,43,1,3,5,12.0422,9.46583
73,2.16088,88,1,1,4,10.7204,8.69804
16,1.97743,46,1,2,5,13.4854,10.61
37,1.98947,45,1,6,1,10.417,10.8688
48,1.49032,123,1,5,3,8.23794,8.79924
27,1.67121,132,0,3,5,9.14708,11.2058
53,1.79062,162,1,3,2,4.43536,4.3223
28,1.8482,163,0,5,2,5.60399,5.79467
60,2.29273,138,1,4,2,4.4573,2.30942
49,1.7246,143,1,1,1,4.34601,2.19401
54,1.65601,136,0,2,2,4.09239,4.86125
24,1.97719,164,1,5,4,8.62923,10.1739
26,1.83849,122,0,2,2,8.13055,8.32837
69,2.03496,71,0,6,5,11.5346,9.4617
31,1.58986,79,0,5,2,10.1556,7.37986
67,1.92018,135,0,5,3,5.9779,6.69257
69,2.08943,145,0,3,2,4.2565,4.44034
51,1.72912,172,0,6,1,3.88916,2.06152
59,1.51482,57,0,5,5,12.0727,8.79002
51,1.59657,44,0,4,1,8.74951,2.37351
27,1.72583,98,0,4,2,7.44999,4.54996
38,2.1964,130,0,4,2,7.2487,2.37302
40,1.9887,52,1,1,3,10.9719,10.1379
61,2.16138,93,0,3,2,6.96292,8.68263
76,1.57283,38,1,4,5,11.932,18.3651
75,2.06871,35,1,6,5,12.4761,16.3925
27,1.74254,72,1,2,2,10.2537,10.8241
70,1.40201,83,1,4,4,10.8325,11.429
57,1.54541,128,0,5,4,8.10011,9.86464
50,1.69297,122,1,2,2,6.25661,5.86407
24,1.65368,92,0,2,1,7.03509,5.28487
62,1.86305,111,1,5,4,8.35694,6.62251
37,1.97138,91,1,2,5,9.80157,12.846
26,2.15363,53,1,5,1,10.4286,5.74267
58,1.40578,116,1,4,5,8.62242,7.20841
54,1.99102,72,1,5,3,9.6871,11.3121
19,1.71537,37,1,4,3,10.7021,7.4506
38,2.16027,179,0,3,1,3.74212,2.14853
65,1.99148,174,0,5,5,7.47438,8.16979
41,2.10282,156,0,3,1,4.51984,4.85972
20,2.10416,143,1,6,2,6.15322,5.50907
26,1.44876,123,0,3,2,7.36035,7.17675
66,1.82826,154,0,2,2,3.9774,2.04433
59,1.55955,82,0,5,4,10.1913,14.3704
64,1.55732,163,1,1,3,4.65165,1.86576
30,1.72261,65,1,4,4,12.8605,7.71942
37,1.75934,41,1,2,4,12.587,10.9048
50,2.0456,76,0,4,2,8.74341,4.55757
22,1.38056,52,1,6,1,8.70525,5.05041
18,2.23827,152,1,3,3,7.18539,4.58016
74,1.6909,51,1,3,2,10.4151,11.3344
47,2.12897,40,0,5,2,10.7978,10.256
25,1.87857,137,0,3,4,7.97731,7.54965
74,2.01779,77,0,1,3,9.71385,8.00489
21,2.03011,146,0,4,4,7.95724,6.92096
76,1.35851,41,0,2,1,8.15564,1.76772
21,1.63268,95,1,6,3,8.96828,5.18582
23,1.98776,65,1,1,1,10.1989,12.0992
25,2.11906,77,0,3,2,10.7754,11.8705
78,1.90074,73,1,2,2,8.70821,4.06252
16,2.13628,89,0,3,2,9.54214,10.804
59,1.6639,176,0,1,5,7.93025,5.24638
45,2.19226,108,1,5,4,9.29786,8.03185
33,2.24394,45,0,2,1,10.1994,10.2104
69,1.50004,45,0,1,2,9.2885,6.70688
46,1.63111,172,1,1,5,6.90097,4.16645
69,1.53497,157,0,2,4,5.45639,7.46903
42,1.56435,93,0,5,1,5.93363,2.02118
26,1.77115,68,1,2,5,14.7584,9.1528
61,2.22638,77,0,4,2,8.36223,4.0344
52,2.25847,39,1,1,3,9.51937,13.2778
57,2.06473,152,1,3,5,7.55597,6.05049
41,1.45493,138,1,6,2,4.73795,4.58493
27,2.17287,123,1,1,2,7.82463,4.5064
28,1.54914,120,0,6,2,7.48329,3.37826
53,1.69885,147,0,6,5,8.0477,5.88319
60,1.78943,178,0,6,2,5.57142,5.54228
75,2.12206,159,0,2,2,5.13415,6.37077
34,1.86319,75,1,3,5,12.9588,8.42161
64,1.74559,109,1,1,4,7.72867,11.4324
48,2.14647,143,0,3,5,8.71761,8.1692
57,1.83894,122,0,6,5,9.71693,6.70689
20,1.55922,38,0,5,4,11.2569,13.5095
54,2.20678,138,1,4,5,7.95965,6.83991
56,1.59808,58,1,2,3,9.58075,9.18196
58,1.53002,90,0,6,5,11.9823,18.4821
78,1.54255,166,1,1,2,3.86724,3.35221
42,2.15051,110,1,4,2,6.97741,4.12811
69,2.2181,63,1,3,1,8.99868,4.53288
52,2.13317,42,1,2,4,11.8803,9.03344
76,1.44398,108,1,2,1,5.06872,5.64025
24,2.09289,117,1,5,2,7.86837,4.84747
23,1.45479,114,1,5,2,6.7877,2.64681
52,1.44839,44,0,2,5,12.4838,19.5697
63,1.95669,47,1,1,4,11.8739,10.1558
46,1.91599,49,1,4,4,13.0285,16.2551
60,1.65819,115,1,1,2,6.67199,4.20114
26,1.73828,98,0,6,1,7.35717,6.11778
18,1.67721,139,0,2,2,5.28142,3.65032
63,1.77643,57,1,1,1,8.63246,9.90829
76,2.18021,150,0,3,5,7.77311,9.18719
61,1.39158,143,0,1,1,3.26244,2.4976
69,1.66077,146,1,1,4,6.64239,8.96527
41,1.66332,138,0,2,3,5.70323,5.27366
33,1.49576,71,0,4,4,11.8614,17.4984
78,1.68778,111,1,5,2,6.8247,4.13256
30,1.67492,154,1,3,4,8.58306,9.86817
68,2.00765,72,0,4,2,9.36371,9.34285
69,2.17271,114,0,3,1,4.97814,2.5716
27,2.01942,71,0,5,2,10.4563,9.55458
43,1.79857,158,0,3,1,3.52101,4.02035
17,1.77478,180,0,4,1,4.74052,2.46281
69,1.56381,159,0,6,2,3.94764,1.3583
80,1.76291,84,0,4,1,7.36081,4.71283
18,1.51051,75,0,6,2,9.96212,11.3466
42,2.04784,46,1,2,2,10.3241,8.43363
26,2.16849,37,1,2,1,9.46053,2.58878
42,1.77905,125,1,6,4,8.68524,7.3179
58,1.94962,144,1,6,1,4.80949,2.3399
53,1.76186,158,0,4,5,8.23487,9.6393
33,1.6602,83,0,3,4,11.7874,6.56998
29,1.72135,100,1,6,4,9.22412,10.1243
42,2.17477,59,1,1,3,11.4601,8.76534
70,2.0842,67,1,4,1,8.92689,6.26764
47,2.13381,97,1,6,3,8.20021,7.7941
33,1.66624,177,0,2,3,7.37891,7.75941
30,1.35514,109,1,3,3,8.62892,3.97099
18,1.83529,99,1,1,2,8.75408,5.75639
64,1.77131,178,0,2,2,5.0206,2.7486
56,1.79805,38,0,6,3,10.4104,8.65083
48,1.41251,134,1,3,2,4.7295,2.2703
52,2.01245,133,0,4,1,3.09646,1.33588
58,1.55812,144,0,5,3,5.71877,3.97405
53,1.45114,166,0,1,5,7.55984,10.9188
55,1.73598,163,0,5,2,5.12018,6.08767
69,1.35116,123,1,6,1,4.86951,3.74298
31,1.88902,152,0,4,2,5.75212,3.10288
18,1.81901,80,1,2,5,13.524,17.8202
70,2.18318,170,0,5,1,3.87874,2.20704
76,2.24328,96,0,2,2,6.99259,5.88528
58,2.29694,149,1,6,4,7.29365,6.43396
35,1.54133,140,1,5,1,4.25402,0.912689
66,1.36258,94,1,6,5,10.0663,7.5471
38,1.35414,102,0,3,5,9.76254,12.2087
71,1.65933,46,0,5,4,12.3715,14.8751
16,2.1678,84,0,6,3,10.981,7.99434
78,1.68018,70,1,4,3,9.69573,13.5194
35,1.84503,53,0,3,3,10.9239,6.11962
41,1.77756,95,0,2,1,6.21743,2.49126
62,1.61078,111,1,4,1,5.93494,1.3078
74,2.08581,36,1,4,2,8.31124,9.2267
24,2.0792,180,1,4,1,5.34038,4.68195
19,2.13737,71,0,3,4,12.3275,7.20767
71,2.1786,84,0,5,4,10.7763,6.55631
23,1.47356,101,1,6,5,10.5821,11.7418
18,1.98772,105,1,3,4,10.1221,6.16987
64,1.99516,153,0,1,4,6.72415,8.81623
77,1.72158,66,0,4,1,9.4803,3.66431
40,1.47094,80,0,1,1,7.07445,4.11877
21,1.66878,147,1,1,1,4.38159,2.78462
18,2.27543,68,0,4,1,9.68085,6.9192
55,1.59069,128,0,4,3,7.7826,8.11639
36,1.36905,68,1,3,2,9.59234,9.92962
46,1.41593,147,1,4,4,6.30151,6.06374
79,1.50811,165,0,3,4,5.7523,4.13982
39,2.01238,177,1,6,5,8.08774,11.425
18,2.11082,139,1,6,2,5.31519,6.00762
45,1.9096,35,1,6,4,10.4502,12.9055
80,1.50013,130,0,3,3,8.01467,3.37262
33,1.75401,171,0,4,1,4.49212,3.17961
19,1.4385,82,1,1,3,9.76063,9.00387
62,1.37965,120,0,4,4,8.76371,10.9742
72,1.73528,53,1,4,1,8.72417,4.73359
67,2.19911,52,1,5,4,12.2411,7.22668
32,1.97545,77,0,2,2,9.563,11.6759
40,2.1408,170,0,3,4,7.76886,10.8515
36,1.64227,154,1,4,5,7.85696,10.6761
43,2.16592,120,1,5,5,10.4192,7.08487
46,1.95249,43,0,3,4,11.9542,11.8802
48,1.58939,85,1,3,2,8.82571,6.94462
73,1.58444,99,1,1,2,6.95782,5.78029
63,2.05646,53,1,1,1,8.87082,4.50751
55,2.19189,159,0,4,4,7.02601,6.90286
57,1.70614,154,0,5,2,4.18029,1.42371
75,2.09817,171,0,3,2,4.48718,3.33577
31,1.58169,144,0,5,4,6.96403,4.94104
56,1.86729,130,0,4,3,8.15754,4.71346
38,1.62463,154,0,4,4,7.25748,10.4915
55,1.39229,135,0,4,2,3.66812,2.51371
37,2.26747,174,0,1,4,6.244,6.91633
30,2.29061,152,1,3,4,7.96148,6.75862
79,2.03598,61,0,4,3,11.3284,10.458
35,1.95073,163,0,5,3,5.13526,6.10797
24,1.50408,122,1,1,5,10.9542,17.0468
52,2.25957,68,0,6,4,11.0557,6.45106
38,1.97578,72,0,6,5,11.8709,7.44334
56,1.38653,87,1,5,2,8.14941,9.42474
48,1.77805,98,1,1,2,7.38646,2.61308
45,2.23347,170,0,1,1,3.72448,4.36427
34,1.88626,56,0,3,4,13.7499,10.352
67,2.14692,51,0,4,5,12.6628,9.7006
65,1.4081,104,0,5,3,8.1337,7.42154
28,2.22307,154,0,3,4,8.16984,11.8067
26,1.68483,90,1,1,2,10.569,4.32458
75,2.16027,99,0,3,5,9.75637,6.55193
24,1.44051,84,0,2,5,12.0755,13.7884
52,1.99499,65,1,6,4,13.1193,18.943
19,1.91378,42,0,1,3,11.9436,11.4154
72,1.50506,157,1,6,5,7.51714,5.19876
70,1.63181,93,1,2,2,6.5225,3.73037
71,2.03472,120,1,3,3,7.89577,9.37812
38,1.55329,37,0,2,1,8.43718,8.85232
30,1.63298,91,0,1,5,11.0366,10.9003
53,1.80745,141,1,1,1,3.18079,2.26108
40,2.16793,95,0,6,1,5.05059,3.63597
27,1.99761,39,0,3,3,10.8724,6.01218
68,1.81222,81,0,2,5,12.1465,16.8051
79,1.42828,128,0,1,1,4.74735,4.01996
79,1.66638,88,0,1,2,8.9271,11.0733
29,1.88755,55,0,1,5,13.8795,20.5992
71,1.65908,114,0,4,1,5.58674,3.02297
62,1.80326,57,1,6,1,8.24663,6.21356
19,1.44975,53,0,2,5,13.6135,8.30373
53,1.95777,42,1,3,4,11.1271,12.3904
76,1.78851,38,1,1,1,7.54765,7.45882
